review,overall rating
"Great food, great place. Special .   Very expensive.",4
"The steak was absolutely amazing, however the gnocchi was not tasty at all. In fact I ate it just to not be rude at that point. The bread and whatever the other stuff was wasn't good at all. Overall a great time, I would have chosen another side if I had the chance but other than that it was good. It was the most expensive dinner I've ever had and I didn't really feel like I got what I paid for at all.",4
"Amazing service and cuisine, as always! We always look forward to dining at Blueblood.",4
2nd best restaurant meal i have ever eaten. I want to come back and get a different menu item,4
Out server was great and the décor was beautiful. The food was overpriced and underwhelming.,1
"The food was good (not fabulous), the atmosphere was good, I liked it
But, honestly, I felt our waiter was not engaged at all, I don't think he smiled once
Dining out at a restaurant should be ""an experience"", it wasn't memorable although our table had a great time together

Richard, who made our salad was awesome",2
"The food, ambiance and service was perfect, I would defiantly go again!!",4
Fantastic!,4
My husband and myself come to Blueblood for a celebratory retirement dinner. The whole experience was amazing. We had a fantastic night. Our waiter was superb. Very attentive and friendly.  The ambience was amazing and was very special and we will definitely come back,4
"The restaurant is absolutely beautiful.  The service was excellent. Informative and very polite.
I took my grandson who loves steak and he was extremely happy with his filet. I don’t eat red meat but found many items that I would enjoy.",4
The food was just not on par everything that came out we had to send back. The manager only came to speak with us after our meal was done offered to have us back for a free meal but didn’t takeoff anything on our bill. Very disappointing for such a beautiful restaurant.,1
"This was my second time going to this restaurant. I was there when it first openened and was not all that impressed so thought I would give it another shot.  Casa Loma is a beautiful setting so you won't be disappointed with that!  First time I sat in the dining room and this time in the bar, specifically ate at the bar.  I think that the steak at Harbour Sixty and Olivers(Oakville) owned by Michaels(Toronto) is far superior in flavor as are the salads and side dishes.   I feel that this restaurant is over priced for what you get.  I also felt that this particular night was super low key with atmosphere, did not really feel or hear any music (got there around 7:45 p.m.  and left by 10:45 p.m.)  Bar was empty and for a Saturday night I have to say pricey or not, I was surprised.",2
"I think my expectations were too high from a long period of anticipation tbd. Still, the dining room had drab light, our waiter seemed depressed, and it was $330 all in for good but not amazing steaks without even alcohol. It’s a great location and concept but I think a few tweaks must be made to charge 3x more than The Keg Mansion.",1
Awesome ambiance. The dining room is actually inside castle loma. Our waiter was outstanding. He gave us a history lesson on the castle and even on a tour and after our meal he took us downstairs to see the masive wine cellar. Needless to say the service was amazing and well beyond expectations. Food was also exceptional.,4
"Daughters birthday celebration. Beautiful atmosphere, expensive but special!",3
"From the moment we walked in, we were treated with outstanding service. Our server was very knowledgeable and made us very comfortable. The food was absolutely delicious. There are also options for those who don’t eat steak, such as salmon and chicken. Definitely would go again for our next special occasion.",4
"Cool European feel to the decor, but with a Canadian touch.  Beautiful inside and out.  Great service, great food.  Very pricey but worth it for a special occasion.",4
Excellent food and service. One of a time experience,4
"Went on Monday night for anniversary, not very busy. Great service, great food, great desert.",3
The food and service was great only prblem was they were unable to locate a proper infant chair even though we had put in a request on our reservation. They should keep them handy if they offer them as a request option!,3
"Have peanut allergy- Was told sarcastically there’s no peanuts in the ribeye steak...ok. Then upon ordering dessert was told that the kitchen is entirely peanut free... could have told me that from the beginning vs being a jerk over a serious condition. Also they forgot to bring bread and ceviche that we ordered. 

Other than that, the steakhouse is beautiful inside. Steaks were cooked perfectly. It’s a shame a potentially amazing experience was ruined. Will opt for Jacobs next time.",1
Sophisticated atmosphere. Great place for special occasions or date night. A bit on the pricy side but well worth it for a 5 star venue.,4
"Absolutely brilliant! Who wouldn't want to dine in a castle? The interior is just divine, the food portions are the perfect amount, they accommodated us for a birthday and educated us on the menu. I'd 100% most definitely come back!",4
"Great experience, good food, great service, beautiful scenery",3
Beautiful restaurant with amazing service. Food is expensive and generally great (though French onion soup was a bit more watery and savory than expected). Table side Caesar (dressing made at the table) and steaks were stand-outs. Fun for a special occasion!,3
Steak is not grilled and very underwhelming - striploin taste was odd....ambiance terrific but meal didn’t match - glad we went after touring CasaRoma but wouldn’t choose to go back.,1
"Has to be the best steakhouse in Ontario. 
Wagyu steaks are phenomenal and the service is impeccable. The fact that it’s located in the Castle Lomas is a PLUS. 
This place will not let you down!!!",4
The high quality Japanese Wagyu was absolutely delicious,4
"Great if you want to splurge, but too expensive for it's value.",2
"Great venue
Luxurious 
Great service
Pricey - wine markup is 3.5-4 times

Overall a great time- worth the spend",4
Service and food was excellent overall wonderful experience.,4
"First time at BlueBlood, very impressed with everything.
I do plan to go back on the next special occasion.",4
"Friendly servers who were conscientious, pleasant and friendly.",4
"Went to BlueBlood for New Years Eve. The steaks were exceptional, and the sides were good.  Our waiter, Costa, was attentive and recommended some specials, but we stuck with steakhouse classics. 

There was an event in the next room and the entire vibe was fun. 

Elegant and interesting setting within Casa Loma.

When I come back to Toronto, will definitely return to BlueBlood.",4
"Steak was great, sides lacked a bit of seasoning, server was very knowledgeable",2
"This was our first time at Casa Loma and it was beautiful.
Our sever CoCo was very informative about the menu and specials of the evening.
We will definitely be returning.",4
My husband and I went for my birthday and the ambiance was beautiful. Our waiter knew the menu well and the food was delicious. My only stipulation was that they charged us $6 pet slice to cut my birthday cake that we brought in. I've heard of a corking fee but I thought that was a little ridiculous.,3
"Our New Years Eve dinner at Casa Loma’s BlueBlood restaurant was absolutely wonderful in every way! Being offered a friendly escort with umbrellas up the magically lit walkway, receiving another warm, welcome greeting entering the restaurant, enjoying the beautiful setting in the exquisite historical space with it’s breathtaking architecture, relaxing in the lovely cozy ambience, being looked after by all the well appointed amazing staff, with a special thanks to Matt & our incredibly gracious waiter Richard who went above & beyond to ensure that our experience was fabulous.
Last but certainly not least, the food was fantastic - the steak, the best we have ever enjoyed. Plus, champagne butter with gold flakes! Beautiful touch for New Years Eve!
Thank you everyone for a night we will treasure the rest of our lives.
It meant so much.",4
"Service was not why I would expect for what was supposed to be a high end dinner experience.  We were seated right beside the bar with our 2 children and could not even hear each other speak over the shaking of drinks being mixed by the bartender.  Food was strictly average and nowhere near as good as Harbour 60, Hys or Morton’s.  Our server basically ignored us and only came back once for drink refills. We were 4 people - parents and 2 teenage children and one of the children had a salad for her meal as she is vegetarian and we had 3 alcoholic beverages and the lowest priced steaks on the menu and our bill including tip was over $800. Very odd atmosphere with the couples seated on either side of us making out throughout our entire meal.  We could not get out of there fast enough. Not a place for teenage children and not anywhere I would recommend or return.",0
"The ambience is nice as it is inside the castle.  We are lucky to go at this time with all the Christmas decorations and lights in the castle.  We had a quick enjoyment to walk around and took some pictures between appetizer and main.  When the restaurant was full, it was a bit noisy at first but died down when people left later in the night.  Variety of food in the menu is good.  Price reasonable for a high scale restaurant like this. Service excellent.  I loved the crispy kale.  Bread goes with not just olive oil but truffle oil.  Steak is done as ordered medium rare. For dessert you got to try the baked Alaska.  The way the server made it is interesting just to watch.  Tastes good too.  Overall, good experience.",4
"It was a nice dinner, the server was great.  The sommelier was not at all attentive.  knowledgeable for sure, but she seemed much more focused on large tables, than a party of 2",3
"Service was fine. Somewhat inattentive. I have no issue spending this much money ($350 pp incl drinks) if the meal is good. I’ve had better steaks at the keg. Many times. One of the steaks served to us was literally 30%  sinew and connective tissue. All of them were under seasoned. The “bearnaise” was embarrassing. The lobster Mac and cheese was amateurishly grainy. The crab legs were over cooked to the point of massacre, perhaps  in an unsuccessful attempt to try and hide their age. 

Nine of this led to any reduction on the bill. 

This place is all (attempted) style over substance.",1
Best steak I’ve ever had,4
Lovely!!! Beautiful castle. Food was spot on. Spring for the waygu. Don’t miss the carpaccio.,4
"Was for birthday, was excellent and service from Sergio and the team was great.  Made for a great birthday.",4
Sergio the server was awesome!,4
"The food here is incredible! However, not impressed with the service at all. Took time to get our cocktails and then the waiter presumed we were not getting wine and took our glasses away. As we were still waiting on our cocktails a different waiter came to take our order and was not very helpful at all. Although polite, he seemed very disinterested and for first timers at the restaurant would have appreciated a walk through of the meat selection. My partner instead had to probe him with questions instead - which is something the waiter should do when you seem unsure. Had to ask for the bill twice before waiter actually brought it over.",3
"A most disappointing experience.  For a high priced steak house, our steak was fatty, with little taste and tough.  We did not eat half our steaks....they were that bad.   While the service was friendly, one of our guests ordered a Caesar Salad (very good but $40.00 good?) as an appetizer and then ordered crab cakes as a main course.  She was very clear to the waiter of the order, yet the crab cakes arrived before the Caesar had even been made.  Finally, we tried to book reservations a week in advance and was told we could only go on a wait list, but never heard back.  We did however get reservations through a separate online process, so tables were available.  Upon arrival and throughout our stay two tables for two and one table for four remained empty, so the restaurant was fair from sold out.  As I said a very disappointing experience.  As lovers of food experiences in Toronto, this one ranked near or at the bottom.",1
"Great food but, expected more for the price.  Mark ups too high, especially for alcohol.",3
"Loved it for the experience of dining in a castle and feeling mega special throughout! Food is standard- delish, but the room (and the building itself) is the star. Love the commissioned pair of Mr. Brainwash portraits that hang in the main dining room: Prince and Queen Elizabeth adding to to send of royalty. Great for special events or having something worth celebrating.",4
Amazing. Excellent food. Impeccable service. Decorated for the holidays. Gorgeous.,4
"Food was amazing. Tuna tartare, oysters, krispy kale chips, and of course the steak. The staff was phenomenal! Amazing service. Will definitely return and would highly recommend",4
"We were about 15 minutes early for our 5pm reservation and the gate to the restaurant was locked. We had to wait outside in sub zero temperatures for 15 mins. We walked to another entrance because we couldn’t handle the extreme cold however we were told we cannot wait inside, and must wait outside. The food and service were excellent however I would not recommend visiting this restaurant when the weather is poor as there is no shelter from the elements (cold, rain ect) while you wait for your table.",2
Good place to dine.,3
"Was pricey but average for a steak house and when you add the whole ombience of the castle, it was def worth spending the money there, than another steak house. You pay for the good food AND the experience. Service was Incredible! I’d recommend and def go back for a special occasion.",4
"We were there for our Anniversary and it was magical!! We went on Dec. 22. our anniversary is the 21st., besides the restaurant being absolutely gorgeous the inside of Casa Loma was all decorated for Christmas. You could not duplicate the atmosphere.
It was magnificent.
Our server was attentive but did not rush us in any way. We also took our married sons and their wives with
us so it was a special family time also. They also are well acquainted with Toronto's restaurant scene and felt the same way we did about the night. Food was excellent with a wide assortment of craft cocktails.
For the six of us it was $1,200 with tip. Not something you would do everyday but we will definitely return.
The only thing that was a little off putting was the washrooms and where they are located. The restaurant doesn't have it's own they share with all of the people who tour Casa Loma.",4
Great service!  Staff went out of there way to make our family Christmas dinner special.,4
My wife went with her sister. No issues with anything that night. Everything met their expectations and they would go again.,4
"Our server was not attentive at all. We waited very, very long for drinks and had to remind him several times. He also forgot to order some food items. Was disappointed. For that price, the service should be top notch.",2
Thumbs down.  Read the negative reviews on google .  They are all true.  Not even wasting another second of my life here.  Need new cook team and chefs guys!  For what you are charging .,1
"For the second year in a row, we celebrated my wife’s birthday. The atmosphere is very interesting and has a great vibe. Last year we did not find the food to be that great, but this year everything (steaks, sides, desserts) were all excellent. Still very pricey but happy we gave it another try.",4
"Second time here and was placed in the bar area and not the oak wood room. Changes the vibe a bit. This time I ordered the bone in strip and it was smaller than the bone out one my co worker got and his was supposed to be a smaller steak. 

Sides were good but nothing special this time around. It’s overpriced for what you get but you are eating in a castle. So there is something to be said about that. 

I would probably go somewhere else unless I was looking to offer a unique dining experience. But for every day or even special occasions I wouldn’t make it a return spot. 

If it’s your first time the do it and enjoy it. But don’t make it a repeat experience.",3
"We really enjoyed  our dining experience.  
I did let the hostess and door men know about some extremely inebriated men that bumped into me and I asked to make sure that they were not driving that night. 
Thanks - we will be back! 💫",4
"Go to the Keg, you'll get a better steak for 20% of the price.
Wait staff is very good, wine list is good and the facility is excellent, just don't dine there.

The noise level made it impossible to carry on a conversation across the table.

Thanks to the Manager for offering seating at the Orchestra playing next door in the castle as compensation for the issues.",1
Very nice steak house with premium quality food and ambiance. Service was excellent.,4
The absolute worst service I’ve,1
"We were celebrating my husbands birthday.   It was a lovely evening, beautiful room,  great food and pricy but a good time had by all!!",4
Great food and great ambience.,4
"This is our 2nd visit to BlueBlood Steakhouse and once again the food is out of this world and so delicious. It is an expensive restaurant, but worth every penny if you are celebrating a birthday or anniversary. They really try to make food into a work of art. We especially loved the tableside Baked Alaska show for dessert. Thank you BlueBlood for making my hubbies birthday a memorable one:)",4
Service was good.,4
Looking to ball out for Instagram pics? This is the place. Service and food don't hold par to the price.,2
Wonderful dinner.  Great atmosphere and décor.  creative menu.  party of 6 was very happy,4
Great food but horrible service! Waited 20 min for our first drinks. Our apps came out and we still didn’t have our drinks. 1 bartender for the whole restaurant. Had to pre order drinks to ensure we had them at the table with our meal.,2
"We had a wonderful night 
We would recommend Bluebloods to friends and go back ourselves
Thank you",4
Great we also go by ourselves we enjoy it.,4
"Lovely atmosphere, but the food was not worth the price.",2
"Can get much better quantity and quality for less than half the price at many other restaurants. Nice service and atmosphere but nothing special. Would consider it alright overall, just not up to the standard it strives for.",1
"Table was not ready on time
Drinks took forever
Food was bland",0
"Blue Blood has become our neighbourhood go-to for family celebrations.  Beautiful decor, wonderful cocktails and good food.",4
"We had a wonderful evening at Blue Bloods last week.  The staff were extremely knowledgeable and attentive, and the food was beyond our expectations",4
Loved it. The food and service was excellent. We will definitely be back.,4
"A beautiful restaurant located in a gorgeous historical site. The seating was comfortable albeit tight, and lacking privacy. And overall we found it to be grossly overpriced. 
While the food was indeed very tasty, it did not justify the cost associated with it.
Our wait-staff were pleasant and attentive, And certainly kept our water glasses filled. If only we’d know we were being charged $7.50 per bottle of water...To be fair, we ordered still water as I do not care for carbonated options. But I incorrectly assumed I would be receiving regular water.
And while the side dishes are charged separately, they were lovely. However, $20.00 for a single large double baked potato seemed excessive.
$27.00 for a 5 oz glass of red wine ended the over-priced affair for us.
I cannot say I would return, or infact recommend the restaurant for even the most special of occasions.
There are far more options for special occasions in the city, with the same ambiance and quality of food.",1
"Our waiter was outstanding. Unfortunately, we’ve forgotten his name, as we were enjoying or night so much, but if you can find out who served us that night (James Chabot reservation) please give him our thanks. Was a perfect night.",4
"Service was over the top. Casa Loma was stunning this time of year. 
Unfortunately the quality of the food doesn’t hold its value. 
The price was to be expected no shock in that department.the steaks were very average at best (being kind). Doesn’t hold a candle to the other high end steak houses in this city. 
But the service was second to none",1
"Melt in your mouth steaks and delicious wedge salads.
Our wait staff, Taavo, was very knowledgeable, personable and attentive.",4
I loved the service I received and would definitely be going back there for the full blue blood experience.,4
Always an absolute pleasure going there. Adi will you always show such respect you are a true gentleman and you always take care of us and it doesn't go unnoticed. Sat night was a very special night for us and you make sure that it was even more special and I thank you again AND THIS IS WHY I HAVE BEEN COMING THERE SINCE OPENING.. Nick it's very very lucky to have such a professional person on his team,4
"Celebrating a number of things two birthdays most importantly!
Dinner for six food was amazing Sommelier wine pics were 
Just what we wanted 
Our server Jenny was great and very attentive 
All in all would definitely come back
Beautiful decor and Casa Loma is very festive st the time of year",4
Amazing service. Everything was AMAZING😊,4
"The service was brutal.  It took an hour before we were seated and served bread. The apps took a long time to arrive and then the mains were served quickly after our first course.  One of the sides was sent back for being cold and did not get served until the meal was basically finished.  To end, all four of us ordered an after dinner drink at the same time.  The first two were served and consumed before the other couple received there’s.   Start to finish, the timing was pathetic for a $1000 meal",2
"Reservations for Birthday dinner.  
The service was fabulous and attentive. Very knowledgeable staff and catered to all of our needs without hesitation.    
Food was just spectacular.  
We have been here before, and will always come back. 

Thank you to everyone at Blueblood.",4
"It's my third time coming here. I brought my parents here to enjoy the atmosphere and the good food but this time is very disappointing because our wait or Anthony is very NOT attentative to our table AT ALL and made our experience very uncomfortable that night. the manager talked to me and apologize for him I appreciate that but still 
what's done is done. Very bad and very disappointing!",0
Amazing one of my fav restaurants in Toronto! Service is outstanding the entire team is friendly and very knowledgeable,4
"The choice of meats is abundant and actually pretty qualitative - that is, provided you want to spend $100-$400 on a decently sized steak. Starches and sides were exquisite - their truffled mashed is a must-try. They also propose a variety of more standard entrees so you can actually pick and choose,
Service was pretty good, very professional and careful. However it took an extraordinarily long time for us to get our meat, despite a room more than half-empty. Couldn't shake off the impression that they want you to drink a full bottle before you actually get to eat...
I mainly came for the stellar choice of wines they boast on their website - but I was severely disappointed by the actual choice, which is far more restrictive. It is also quite expensive, being veered towards aged, high-end (hence overpriced) wines. There is no strong choice on the low-to-middle price range.",3
"Food was priced too high for what it was. Nice atmosphere. Service was fine not bad just not at the level it should be at this expensive of a restaurant. I would go back but only for drinks and appetizers. In Toronto, you could have a really nice meal for $1000 for 2 couples. This was a good one just not at the level to ask those prices.",2
This place is outstanding! Awesome place for celebration dinner.,4
I expected top tier service and top tier food and that is exactly what I got. I will definitely come back for another special occasion :),4
The service was exceptional.,3
"After dinner we moved to the cocktail room . We sitted at the bar . This girl was making our drink she was very rude . Didn’t want tell the drink at all .... this guy bartender also stood there kept asking if they can go on dates . We were really annoying by them talking 10 mins no stop . We tried take pics of the smoke drink old fashion we ordered and she didn’t even want do it in front us .... she said she will bring to us after she done in the corner .... 
last time we were there another bartender super nice he did a performance to the same drink ! And introduced us this drink very nicely .....",4
"We went to celebrate a birthday. Having dinner in a castle was unique. The service was friendly and efficient. It was great to be in a restaurant where we could actually have a conversation. The food was first class. I have never tasted a hamburger as good as the one I was served. My guest ordered the rib which was equally as good.
The portions are huge and well presented. We ended up taking food home. It was packaged for us and presented at the table in a Casa Loma cloth bag. Class act. We'll be back.",4
"I enjoyed very much the dinner ! 
The place was very elegant and the service was really goooooddd!!!! 
I will come back for sure
All the very best,
Patricia and Juan Aguirre",4
"Nice restuarant, great table and service was excellent but overpriced. Had to send steak back as it was undercooked, sides are very small. Excellent caeser salad. Lastly, had to pay $10 to park my own car which is ridiculous when visiting a high end restuarant.",3
"Steak was perfectly cooked, garlic mashed potatoes were delicious.  The only thing I would say is that the Kale salad was a big dry, needed more dressing and salt.  Wait staff were professional and accommodating.   Thank you for making our anniversary a special one.",4
"The best way to describe this place is it's like a fancy Keg. We weren't too impressed by the food (our steaks came warm, turning cold before we were half way through), or the service when compared to other high end steakhouses. The markup on wine at BlueBlood was absolutely ridiculous!!! To compare, a bottle of Caymus Cab. is almost $900 at BlueBlood - while the LCBO sells it for just over $110. Other restaurants sell the same wine for under $400! We definitely won't be going back to BlueBlood",2
"It is amazing, nice ambiance.
Class and Royal.
The idea of doing some foods in front of you is interesting",4
We had an amazing server and the experience overall was fantastic! The food was really good but the quality was not indicative of the cost. Noise level and ambiance were perfect. Would return on business or special occasion.,3
"Terrible service 
Bad desserts (pre made)
Bad steak tar tar (very bland) when I did t finish the waitress asked if I wanted to take it to go. That’s right raw meat to go. Terrible staff. 


Steak was good 
Sauces were great",1
"From all steak houses that I visited, this one takes the cake with its ambience and nostalgia. Plus the fact its in a castle setting is great. My girlfriend was impressed with it all, from presentation, server and food. Will be returning in the summer for the tomahawk..lol.",4
"Great service and ambiance. Our attendant was the real MVP, he was very informative on every item in the menu which made our choices a lot easier. The food was delicious. The cocktails were memorable, with the right amount of panache.",3
"Our Waiter Costa, seemed a little impatient serving a party of 7. Maybe he is not used to serving such large parties but he definitely could have done better.",2
Best steak ever. It was so flavourful. The server was so knowledgeable as well.,4
Unique experience! Food great but ambience blew us away!,4
"We went here for my husbands 33rd birthday. The atmosphere is cool.. we ate in the oak room and it was beautiful.  The cocktails are great-once upon a time comes served w smoke.  dessert too, we ordered profiteroles and they were delicious. The actual food though is underwhelming, the keg is better! The steak was over done and not flavourful, the sides were weak. After tax and tip our tab was $480 and we didn’t even go wild with our order.. 12 oysters, shared a larger steak, 2 sides, a bottle of wine and a couple cocktails and a dessert that I don’t think was complimentary even though we were celebrating a birthday. The crowd gets super sleazy after 10pm.  Not worth the money.... I felt ripped off. I don’t recommend this restaurant and I won’t go back.",2
"Overall a great experience. Servers and hosts were attentive and polite. The drinks list is on an iPad, which I specifically enjoyed for ordering wine because it allowed for in-depth descriptions to accompany each wine that outlined its flavour profile, origin, etc. 
I had a kale salad to start that was absolutely delicious, but the star was obviously the Wagyu filet mignon, which was so soft and tender, it made me want to stop talking and just focus on savouring each bite! Would recommend for sure.",4
"We had the french onion soup and scallop ceviche to start. French onion soup was good nothing too special. Scallop ceviche was delicious, very flavourful. For mains we had steak and the jumbo scallops both cooked perfectly and very tasty! Had the mushrooms as a side which was so meaty we were too full to finish it. Dessert was just ok, nothing special we had the trio. Service was excellent.",4
The ambiance is absolutely breathtaking & the food never disappoints. Adi & the team go above & beyond to make sure every visit is special. Make sure to ask the somm for a tour of the wine cellar!,4
"Food was amazing. Amazing staff members, impressive.",4
There was a mix up with the reservation and the front hostess was quite rude. But when I spoke to the manager he was very understanding and accommodating. They sorted out our issue and we had a great night. Food was great and our waiter was great. Sometimes how you resolve an issue is what sets you above other establishments and I would definitely recommend eating here,4
"Room is gorgeous.  Staff wax excellent and tried hard to give great service
Waited 20 minutes for my cocktail 
3 of 4 appetizers were sent back as they were not good
Steak was fine but it’s not Jacobs
Definitely would not go back. Food not up to the prices",2
Enjoyed the ambiance!  We had an early reservation so it what pretty quiet when we arrived.  Fun cocktail menu and good food.  Can’t wait to go back!,3
"Other then the high price tag, everything here was just excellent.",4
"The venue is beautiful and service professional. Steaks are great but not the best. The salad was a great disappointment. For those prices, they need to step up their game.",3
"Server Kosta was amazing, knowledgeable and sensitive to our group dynamics!",4
"Excellent food and service  , really enjoyed date night there . Service was excellent .",4
"Our night at BlueBlood was exceptional. Our service was fantastic and the food was super quick and not to mention, absolutely delicious. It was my fiancé's birthday and Blueblood gave a card and a little gift. Would definitely go back again!",4
"Don’t have the Cornish Hen. Cooked from frozen. Bad. Lots of better choices. Seafood tower lovely. Caesar salad not made at side of table (too vinegar). Go to Hy’s for that because it is the very best. Reached out to BlueBlood for an explanation on some of the disappointments, but I haven’t heard back. Lovely atmosphere and venue (Casa Loma), but don’t fall for just that. My entree of scallops was excellent. Truffle mashed potatoes: so, so.  Bathrooms are a hike and are open to all. Not single gendered. Likely won’t return. My tried and true are Hy’s in Toronto and 17 Steakhouse in Mississauga-both TOP NOTCH.",2
Food was way overpriced. $80 for table side Caesar salad?,2
"Outstanding food, amazing ambience and excellent service! We will be back!",4
Lovely place to have a calm meal. Food is amazing. Servers/staff are very polite and welcoming. Highly recommend!,3
"Parking situation was horrible, but other than that, superior food and service otherwise.",4
"Simply Brilliant...! 
This was our first time at the restaurant and we enjoyed every second. Moreover,The staff was amazing and the quality of the food, impeccable!! For me also, this was an very special night, given the fact that I proposed to my fiancé right after our dinner at the front door.

If you want to have an amazing experience with great food and Class A service, then Blueblood Steakhouse is your place!",4
"The place was very nice and has the cool factor being in Castle Loma.  However the food was disappointing.  My husband ordered a 12 oz cdn steak for $65 and couldn’t even finish eating it cause it’s taste was far from superb for being at a steakhouse.  Prices are expensive for what you get.       The service was very average.  I was happy to see it and try it out, but was expecting much more for what we ended up paying and the caliber of restaurant it is competing with.",2
"Celebrated our daughter's birthday on Sunday.  The venue, the service was outstanding.  The food was cooked perfectly and our waiter(s) were knowledgeable and very friendly.  Will definitely be back!  Thank you for making our occasion very special.  -Mary and Marc",4
Excellent service from the moment we walked in. Our waiter was very well mannered and very good at his job made sure we were taken care of. Will definitely be back again to dine,4
"Service was fabulous. It was remembered that it was a special occasion (my husbands birthday). He received a card, a gift and a candle on his dessert. That was special.",4
"I came to BlueBlood to celebrate two birthdays and the evening was perfect. 

I cannot afford to eat here on the regular, but it was a wonderful experience, and exceeded my expectations.
Our server was first class!",4
"Excellent place to dine.. Food was amazing, i would recommend all of Canada to this awesome place... I would dine here a million times more it was a breath taking experience. The staff was fantastic, they welcome you beyond expectations not to mention the waiter I had OMG! I felt really welcomed... The experience was everything! Keep up the good job",4
The food was amazing! Amazing ambiance! The only thing that my family was not happy was the assigned waiter. We felt that he was rude and arrogant.,3
The service and ambience was absolutely amazing. The food was okay. All the staff were lovely.,3
"The quality of the food and the service are first-rate. The items on the menu are pricey, but this is to be expected from a high-end steak restaurant. The venue (Casa Loma) is one-of-a-kind.",4
"the food definitely not worth the price.
steakhouse`s allways serve their steak with sides and this place charges additional (some ridiculous prices).",0
"It was our first time to BlueBlood, and it was for my fiance's birthday. They treated us very well. A surprise card and gift were waiting for us. Although I found the final bill to be pricey. It was worth it for the experience of the restaurant and lavish food. A perfect spot for special occasions.",4
"Geweldige locatie en ambiance. 
Ruime menu kaart voor ieder wat wils. 
Kwaliteit waa onberispelijk. Vooral de huisgemaakte uiensoep. 
Hebben er de dag er na gelijk weer geboekt.",4
We thoroughly enjoyed the experience at BlueBlood's and would recommend it highly for special occasions.,4
"My partner and I had a great dinner experience and would definitely recommend others to book here for special occasions. The only feedback I have is that no one offered to take my coat at the door and that it was incredibly difficult to hear the servers and my date. 

Our server was friendly and very knowledgeable. Even when my order did not come out correctly, he followed-up immediately and offered us complimentary desserts. That was appreciated.",4
"It is a very nice restaurant inside Casa Loma. Food and Service are top class. Our staeks were juicy and very tasty. Maitre and waiter were very attentive and servicial. Maitre offered us to go to bar to have deseert and know other room of the restaurant. Cost is high,but worthy.  Only complaint was not being seated in the Oak room, which is the most elegant one.",3
Service was just outstanding. Very nice ambience and food was delicious.,4
My second time there. Service wasn’t as attentive and the food wasn’t as tasty. A bit disappointing as we loved it the first time.,2
Staff was very welcoming  and food  was excellent.,3
"It took an exceptionally long time to get our food.  My friends and I ate the bread the whole time we waited for the meal and when it was time to have our dinner, was too full to enjoy my food.  This restaurant came recommended, however, after this experience I will not go back.  It is a very expensive restaurant and think there should have been more consideration to the customer and my friends.  Food was very nice (burger), but unfortunately again the wait time was so excessive denying the wonderful experience I had hoped for.",1
"Beautiful location, the food was excellent, all staff we came in contact with were exceptional... $$$$ but worth it.",4
Everything from the service to the food was just exquisite! Really fancy and such a wonderful experience; it truly was. Thank you to all at Blueblood for making this experience so enjoyable!,4
"We enjoyed a lovely dinner with excellent service. Our only complaint would be the ‘corner’ style chairs were not really comfortable and the tables for two are a little small, we felt a bit cramped in. However the food was very good, especially the caesar salad which is made table-side. Perfect for a special occasion.",4
"Great food and great venue. Will be back. Great for Birthdays, cocktails etc..",4
"We went for my husband's Birthday. The ladies at the front desk barely smile and didn’t ask to take our coats. The tuna tartarre was missing salt and was just ok. The Caesar salad was great. Husband ordered a very expensive steak the wagyu and it was sooooo salty. He mentioned it to the server who came back and said the chef said it was cooked fine and is flavourful. Ummm... ok.. Not what you expect for the price of steak you pay! Poor hubby barely ate his steak. My prime rib was good. We also ordered mushroom side dish and for $16 you get like 2 pieces of mushrooms NOT WORTH the steep price. When I made the reservation I mentioned that it was his birthday, we were seated in the middle room where there’s a few other tables. No decor no ambiance just a plain boring room. Why even seat guests in that space? I wanted to take him to the restaurant for the ambiance and the decor and all as I heard it’s a beautiful restaurant. I was so disappointed in that. I recommend you ask them first where you’ll be seated when making a reservation! You do not want to be seated in that middle section!! Overall, for a night that cost $600 the steak was so disappointing yet the response/feedback was even worse! The room where we sat was boring and the fact that our coats were just hanging on the bench and nobody bothered to ask us to put it away underwhelmed the experience. There was a nice touch that he was given a card and a little gift for his birthday. However, i would still not return and I would not recommend this restaurant. For that price you can have an amazing experience elsewhere with great service, steak that is edible and not full of salt, your coat taken care of and at least in an interesting room to dine in unlike our experience at BlueBlood.",1
"I had the best time ever at Blueblood. I celebrated my birthday with a few friends and the experience, atomsphere, but most of all the service was outstanding. I had an AMAZING time. Thank you to the entire team for everything. A birthday I’ll never forget. One for the books!",4
We had a wonderful birthday celebration at BlueBlood. The food is delicious and service impeccable.,3
Just love this spot ! Food is amazing and your in the most beautiful castle in Toronto. Great art as well... my favorite new spot ! Love the bar area for dining .,4
"food’s good quality, a little pricy but really good ambiance.",3
I just want to take a minute to first thank chris the CEO. For taking time out of his busy evening to give myself and my lovely girlfriend a tour of the castle. The staff as a hole were amazing such a amazing wonderful experience. Food was perfect. Very nice presentation and very very clean.. thank everyone from parking to door man to servers. Everyone for making our experience amazing.... Jeff and alex🥂🥂,4
"The manager, Sergio and the team including reception were outstanding. They made our night anniversary with my teenager son, memorable. Food excellent so the wine list and the ambiance! Just stellar!! Millions of thanks! We will be back!!",4
The best food we ever had and would definitely go again,4
